Order_ID,Customer_ID,Product_ID,Quantity,Discount,Order_Value,Profit,Order_Date
O515596,C00753,P0145,4,10,356.0512812608789,59.66075252700975,2024-06-06
O379297,C00893,P0196,1,0,506.7889162084374,60.53840596625076,2023-08-04
O539388,C00260,P0422,5,10,324.5377873811399,74.27509368378746,2024-01-07
O763621,C00379,P0279,4,15,436.74912112232585,78.12863019601012,2024-02-28
O509336,C00213,P0159,4,15,229.3920836670983,36.139912269469875,2024-04-19
O408771,C00112,P0087,5,20,506.6742478525211,68.36486513830364,2024-03-30
O872333,C00534,P0167,2,5,746.5291476274679,223.7890522029231,2024-06-02
O423392,C00046,P0018,5,0,236.78449554150492,48.300012173546115,2023-12-01
O138734,C00633,P0176,3,15,142.79571428668186,41.76386745045278,2023-11-15
O512126,C01664,P0368,5,5,1363.2844789986211,337.4962311025395,2024-06-19
O659373,C01995,P0070,1,20,1259.1080547925994,285.64590940775923,2024-06-27
O682816,C00032,P0312,3,15,1199.8648556261012,277.95012295811546,2024-06-25
O359673,C00148,P0144,3,0,564.6687988564954,116.38175834514114,2023-10-06
O127371,C00443,P0385,1,0,293.8196882517566,23.488455061819224,2023-06-18
O675147,C01284,P0205,4,10,1289.5287286902671,373.4637538517313,2023-12-06
O206371,C01857,P0106,2,10,1044.5435888324264,66.7564306648783,2023-06-02
O907734,C01673,P0273,5,15,744.7382635909267,126.72107582941052,2024-05-05
O822395,C01287,P0026,3,10,1464.8215468037401,322.69013458394807,2023-10-22
O278066,C01459,P0275,4,15,769.0282279142807,121.09940531862784,2023-06-07
O286571,C00989,P0149,3,15,1337.4491325575468,272.7648311133418,2023-04-18
O314202,C00987,P0229,4,5,1128.1370978969308,249.95285766240733,2023-06-30
O309944,C01982,P0388,5,5,730.6173935963064,95.62501534163246,2023-06-24
O319015,C00311,P0472,2,10,1140.730830965862,289.62674986888004,2024-02-12
O231590,C00269,P0126,3,20,1209.1112861415,186.22436871583082,2023-07-21
O611769,C00982,P0332,3,0,465.802304471573,110.78779078115943,2023-04-13
O312328,C01448,P0187,5,15,290.59101649071584,25.889742579130544,2023-10-31
O962634,C01680,P0110,3,20,1265.1160969054677,330.93817109660193,2024-01-24
O367913,C00308,P0413,2,15,1454.9369917881322,380.887030105153,2024-08-21
O121536,C00068,P0187,5,15,1328.861679069826,99.67514754710592,2023-06-26
O998612,C01354,P0049,1,5,549.0701796303803,80.59737942104181,2023-06-28
O845866,C01169,P0364,2,0,1383.830396632779,231.05467187078588,2024-04-01
O456423,C00223,P0276,3,20,700.7368968798254,204.5801802695474,2023-01-07
O341851,C00004,P0231,5,10,317.826454139011,92.17067740275087,2024-06-08
O641301,C01264,P0263,2,0,857.3615082802536,234.13223959526428,2024-02-03
O138233,C01219,P0168,1,0,700.251971677896,187.28455462164857,2024-08-03
O405758,C01011,P0077,3,0,560.7913877785124,152.24416053864374,2023-02-17
O164512,C01771,P0393,3,20,344.36423690489517,23.314724496333962,2024-07-05
O580702,C00850,P0016,5,20,515.1133001989836,91.45045198049031,2024-06-09
O495771,C01090,P0480,3,10,453.63313036678676,131.2932345249596,2024-06-10
O696122,C00486,P0432,3,15,1200.7952302063154,285.92195459773876,2023-08-03
O331617,C01671,P0290,5,10,734.61963410516,170.1455028781895,2024-07-08
O221315,C01361,P0496,3,0,424.5832191699528,32.71267168147632,2023-05-18
O295507,C00457,P0302,3,15,711.9093158604651,57.643397915016045,2024-06-21
O153205,C00453,P0419,2,10,1005.5279244887357,284.2029221377143,2024-05-29
O919409,C00888,P0486,1,5,195.5722121977014,30.211882144641592,2024-03-10
O741800,C01251,P0151,4,15,365.0987187529311,68.26166868909124,2023-11-25
O359111,C00182,P0490,1,0,172.40923557651485,17.71670107597862,2023-09-15
O883842,C00509,P0092,3,0,892.6603780443253,181.24349169751005,2023-02-14
O441768,C00774,P0307,5,5,1288.699224864889,263.04907911757084,2023-07-16
O990904,C00395,P0202,1,15,169.70635446279277,23.342659577657994,2024-06-13
O154459,C01426,P0257,2,10,1061.738496918907,129.87249647396212,2024-07-27
O982816,C01011,P0341,2,0,1435.81793722118,349.3618645939721,2023-04-10
O863942,C01950,P0263,1,5,207.26773950150815,34.87461724530334,2023-08-07
O102953,C01934,P0302,3,15,588.5929094226753,96.21334752478833,2023-07-09
O373298,C00615,P0344,2,10,417.02126694544904,81.24281439481997,2023-03-24
O519508,C01688,P0056,2,15,544.864709554936,58.870559129900876,2023-08-13
O257306,C01062,P0491,3,15,951.1596346374275,71.95155496284511,2023-03-08
O323112,C00645,P0362,2,15,1038.2596543756906,97.38223107998745,2024-03-24
O236322,C00069,P0345,2,0,1190.2334196952297,278.7295842499926,2024-08-04
O554256,C01768,P0021,3,0,553.6391378873873,99.57611372900433,2023-02-16
O500337,C00342,P0242,2,5,979.4556463144971,182.9714794684715,2023-03-02
O175276,C00272,P0208,5,15,874.760037566781,122.96786108271684,2023-02-07
O990726,C01592,P0319,1,5,356.98854292625765,55.747685291322185,2023-08-06
O359966,C00567,P0055,1,15,1285.3168789032118,230.89167511025013,2024-03-12
O471513,C00293,P0049,3,10,1393.3580889105137,292.30727715764493,2023-04-29
O137555,C01961,P0151,5,0,426.75363241976936,121.75911279244946,2023-08-29
O392428,C01740,P0004,5,20,509.96987144436457,112.13064832231211,2023-01-05
O514452,C01896,P0081,5,0,913.8749037052181,126.07518810928977,2024-06-26
O609958,C01950,P0442,3,10,1476.502381315244,308.22894009120375,2024-07-26
O345741,C00562,P0122,2,0,869.8717419780261,115.46740663499887,2024-08-13
O609272,C01990,P0338,1,10,630.8966687298881,104.98415430440157,2023-11-12
O433296,C01832,P0209,1,0,960.9078490840064,282.79223459444916,2023-04-10
O394772,C00438,P0345,5,10,1456.0593414843013,353.753175720924,2023-10-21
O302684,C01553,P0322,4,5,1410.3623514932547,104.03718527011873,2023-12-02
O180664,C01897,P0004,5,0,246.31058769981374,25.211108923006815,2023-08-20
O715358,C00825,P0195,1,0,1186.595165168131,218.05873938250613,2023-08-12
O444864,C01968,P0278,4,15,1486.3330377222455,309.42792789304224,2024-04-07
O989417,C01251,P0375,4,15,725.0690707563137,48.671633085844434,2023-01-10
O997937,C01327,P0322,1,5,208.741378581974,58.9697901262174,2023-04-17
O748581,C01784,P0014,1,0,1040.3000900369234,153.22700090138568,2023-02-20
O808481,C01167,P0419,4,15,684.998661130984,84.22455625033511,2023-09-17
O514921,C01798,P0185,3,0,698.4307465394797,106.56963541326066,2023-04-06
O424329,C00490,P0067,2,0,794.5703717980227,125.32769684784763,2023-11-28
O546295,C00453,P0152,3,10,755.9532633019649,224.74098050993675,2023-03-25
O395103,C00041,P0352,4,20,1107.5294958353961,225.51543509563854,2023-04-16
O784550,C01942,P0302,5,20,687.5166428026072,66.71913236884812,2023-01-05
O472174,C00082,P0025,5,5,111.48099319870386,23.451722888955935,2024-08-06
O250595,C01344,P0094,3,5,1016.4848362839333,63.29101345512961,2023-04-07
O262867,C00175,P0338,4,0,579.6382797053673,44.280834893988136,2023-03-04
O626071,C01767,P0226,3,20,1023.6241451650599,133.9866693406289,2023-07-30
O331360,C00161,P0255,3,5,1236.8466102363916,110.05415054921401,2023-08-08
O305156,C00169,P0012,1,5,1018.6096003044315,268.63935033240807,2023-07-01
O899800,C01066,P0354,4,5,1235.618766222508,300.76092751276,2024-05-26
O987687,C00730,P0222,3,0,452.807939695936,59.597758023816205,2023-09-22
O298343,C01788,P0015,2,0,597.6292490126698,71.94766833535047,2023-08-07
O508852,C00773,P0381,3,20,895.1111376190223,81.75149242508706,2024-04-18
O969565,C00884,P0419,1,20,1361.215052162211,174.5573238188058,2023-05-01
O198171,C00399,P0262,2,0,122.08414568002435,31.253085262546772,2023-12-22
O186675,C00432,P0328,1,5,1445.03297445926,115.58681764476869,2023-03-15
O869483,C01449,P0199,5,15,940.1735159152952,,2024-01-18
O528813,C01826,P0048,5,0,839.2817906489744,128.2479988507875,2023-02-05
O484462,C01788,P0403,3,5,404.16036069141035,118.32526681869908,2024-08-03
O712363,C01363,P0431,4,15,649.3587431375602,97.5253142265679,2023-10-26
O634561,C00752,P0097,1,5,613.3340490244864,180.61092887964048,2023-04-19
O707748,C00985,P0024,5,10,898.7840724372571,144.32773577082844,2024-04-25
O238966,C01018,P0126,3,5,188.22349042551917,29.379982900226093,2024-03-06
O882307,C01776,P0431,4,5,525.4612277614556,61.114752727509305,2024-01-13
O196643,C01815,P0269,1,0,108.52254336582601,19.204747168550913,2023-08-17
O705814,C00440,P0178,4,5,1207.5010008693573,201.62719851763347,2023-07-08
O910161,C00608,P0315,4,15,416.8631756319044,69.67657510379446,2023-08-30
O290701,C01155,P0093,3,20,1216.3850723665482,256.4966668359681,2024-02-23
O265493,C00455,P0198,2,0,291.3731042846508,54.72937865193473,2023-07-31
O423670,C00665,P0350,3,20,509.26663579673544,67.5174254111091,2023-05-27
O734101,C01668,P0449,1,10,624.0706151754354,73.65346265856643,2024-02-03
O292206,C00946,P0231,2,5,190.68107933528245,44.754157265925045,2024-01-11
O258621,C00055,P0066,3,5,416.77741866180924,103.45481213641371,2023-08-31
O605655,C00724,P0190,2,5,287.93378673124096,19.735890914000557,2024-02-13
O428019,C00153,P0053,4,15,1105.1713476285388,141.18849611007286,2023-07-23
O273167,C00325,P0447,2,10,1439.168472220889,144.43727991715707,2024-03-10
O762953,C01304,P0371,5,0,515.792847595183,72.26410035597152,2023-03-19
O385556,C00336,P0050,5,15,1346.8312641706727,182.39788568277623,2023-11-30
O581891,C01005,P0402,4,20,962.5379870090965,93.610926226096,2024-03-28
O939208,C00685,P0330,3,20,654.7082022744933,64.38705062178886,2023-12-01
O824179,C00596,P0173,3,20,963.433312804864,198.92494936306767,2023-12-16
O552889,C00293,P0269,5,20,1051.8220235260449,221.6534022652261,2023-01-20
O786838,C01864,P0444,1,20,505.1671829861777,108.9178300490271,2023-01-26
O542762,C01957,P0489,5,10,511.37173787074477,122.20855692235105,2024-07-03
O838748,C00087,P0437,1,10,1198.0000804366562,259.6265749500708,2023-10-13
O872793,C01718,P0453,1,0,866.6829119322485,150.50727489304475,2024-08-06
O830002,C00288,P0095,5,0,617.0493218963459,46.07521439920125,2024-05-18
O743346,C01690,P0053,3,20,219.65352208247384,31.92173237237269,2023-06-29
O779093,C01283,P0243,5,10,1427.083910508296,327.10090657133014,2024-08-06
O710994,C00170,P0159,5,5,975.7790156114846,169.5940990857975,2024-06-02
O800527,C00048,P0080,4,0,488.326138666622,82.51399499176328,2024-04-30
O124067,C01892,P0260,2,0,731.6296051626342,146.99253153885718,2023-05-22
O277587,C01051,P0043,3,0,1088.5711898885997,322.8601188849664,2023-09-03
O635539,C00021,P0487,1,15,1129.5796357098043,299.2380456196431,2023-07-03
O290690,C01828,P0490,4,0,770.6332242528434,153.99016228111606,2023-08-18
O264562,C01096,P0490,3,20,489.87543845990473,36.20774683438889,2023-10-20
O613993,C00223,P0281,5,20,1144.986925981747,172.90159900687263,2023-07-15
O448039,C00608,P0317,1,20,675.457092804456,61.74016560004671,2024-04-10
O413260,C01472,P0320,2,15,351.78222556975777,42.66234537893125,2023-06-10
O628222,C01170,P0163,4,10,1393.9034671409643,245.7644834226494,2023-11-04
O593938,C00451,P0494,5,10,724.1894878782048,98.95650828131505,2023-02-12
O723536,C00029,P0362,1,20,944.1266829668459,179.0473521060589,2024-03-16
O737796,C01412,P0254,2,15,1109.6871749467211,97.28065356480613,2023-11-24
O554036,C01269,P0250,5,10,1146.887293580941,171.3030789618913,2024-05-07
O126245,C00239,P0465,4,10,342.09149667816564,75.49590939627616,2024-01-15
O878539,C01651,P0470,4,5,820.9262921202228,208.1015261289481,2023-02-03
O456936,C01423,P0446,5,15,646.2390013804123,78.21686935413491,2024-06-11
O528106,C01642,P0136,1,5,382.8249722513494,94.93724263078978,2023-02-12
O378577,C00515,P0232,3,10,953.851238337019,144.68113447615303,2023-10-30
O674605,C00903,P0202,5,5,1382.3306587172822,338.1502526794261,2023-10-12
O593936,C01516,P0399,2,15,884.3781058357621,62.940339737534366,2024-05-30
O679823,C00361,P0441,3,20,1236.0342425791669,317.82722491486135,2023-11-18
O354295,C01739,P0024,3,5,1449.2852550901198,409.7287640709639,2024-06-10
O188567,C01109,P0419,5,10,107.88866380600079,6.198197362929856,2024-05-08
O765468,C01313,P0058,1,0,863.3348446186661,154.61600107853675,2023-12-01
O996606,C00217,P0111,1,15,1222.7248480630976,283.3110454850925,2023-08-16
O502576,C01973,P0308,2,20,398.6852043841771,52.36634709975053,2023-06-14
O924028,C00581,P0309,4,15,863.9842224461279,178.7648921631585,2023-05-09
O242049,C00939,P0071,1,10,958.25495906134,244.48950847078194,2023-11-06
O377354,C01501,P0498,2,5,1394.2021284979671,335.4167164618173,2024-01-11
O655737,C01270,P0303,5,15,100.16610287519,5.467049432717603,2023-09-14
O882734,C01553,P0051,3,10,1067.5030492463975,192.44309262542794,2023-12-31
O273104,C01542,P0117,5,0,372.2528825207722,88.40916918297577,2024-02-01
O504138,C01051,P0199,4,10,441.88626246312833,69.67500543494398,2024-06-12
O448109,C00613,P0186,3,20,553.1278934501204,94.2129436194132,2023-04-27
O100615,C00557,P0114,4,0,810.1352975036095,242.19918307869892,2023-09-18
O108109,C01231,P0052,1,10,679.7527149735944,138.32884888448365,2023-04-20
O659827,C01836,P0041,4,5,308.3995255299164,76.5733524140801,2023-05-31
O946444,C01491,P0118,5,15,879.2734855359101,90.8320715227532,2023-07-25
O979377,C00155,P0179,5,15,832.1415885955181,91.49639555750939,2024-04-11
O860392,C00708,P0399,3,0,1439.515554312083,127.34316464884668,2023-06-08
O797105,C01804,P0304,1,10,675.0879253340069,181.7417702599135,2023-09-16
O167690,C00575,P0390,3,10,1015.1557319199895,266.7415431533664,2024-07-26
O643863,C01597,P0309,2,10,295.58339960866306,77.82059329399297,2023-05-16
O190388,C01835,P0021,3,10,1097.8052041419694,296.95290199002216,2023-04-07
O735552,C01370,P0476,4,10,709.0166984124653,145.92583036292797,2023-03-17
O415792,C00655,P0034,2,15,802.2101098690387,213.91097612912034,2024-04-07
O253627,C00713,P0386,1,5,475.6564965500741,33.320654151250935,2024-03-25
O285431,C01342,P0019,1,10,886.3410899393806,135.49600655524083,2024-02-16
O895365,C00624,P0220,3,-5,695.7006282457593,186.4262678113184,2024-05-29
O460654,C00948,P0394,5,20,375.2411155408464,99.50351688278049,2023-07-21
O675607,C01673,P0300,5,0,904.2072602149017,229.01767649379698,2023-11-16
O256359,C00982,P0180,1,15,509.3640610173759,76.69403158090194,2023-07-20
O866781,C01370,P0483,3,15,626.2359951309951,114.62779601044805,2023-08-09
O275918,C01965,P0133,5,5,447.91919291011516,91.06658613572212,2024-07-11
O559410,C00728,P0340,3,15,1220.9699212834237,199.04929471020043,2024-07-29
O523030,C00735,P0156,2,10,1021.1311593671799,234.27869749082092,2023-02-28
O680484,C00438,P0428,2,20,1362.05040660259,308.3112428314817,2024-04-04
O263704,C00921,P0102,4,15,534.0305847025434,97.1815277569054,2024-08-11
O417319,C00635,P0205,4,20,536.6462097261943,86.3649266570927,2023-05-15
O750329,C01615,P0440,1,5,897.6071691468799,164.65301556251606,2024-06-11
O572671,C01317,P0146,4,5,432.0073025311031,67.61995965889493,2023-01-03
O348749,C01021,P0487,1,0,259.04331726357145,69.17417862905621,2024-05-10
O923515,C00438,P0173,1,20,149.22499860409414,13.743918919189728,2023-01-20
O462710,C01334,P0251,1,15,1359.6847683830567,108.14781380900236,2023-06-29
O530754,C01738,P0014,3,10,1388.775839931612,394.034520169038,2023-01-19
O263479,C01284,P0164,5,5,160.49917936999765,47.119254272755775,2024-08-01
O709395,C00404,P0202,2,5,1327.5662405249209,338.3692884219271,2024-04-17
O307593,C00688,P0392,1,20,1285.3016900657497,197.5292241162787,2023-08-24
O197556,C00553,P0121,3,15,1468.0560692329943,287.0495063272224,2023-11-26
O906545,C00107,P0359,4,5,438.9385402568816,69.41530612116011,2023-03-23
O819935,C01914,P0418,1,5,464.3964760310328,78.43394208985725,2023-08-19
O113448,C00863,P0455,1,10,852.2687547803088,137.2459942812742,2023-02-02
O645027,C00087,P0331,4,0,1435.0011133692221,372.965577261814,2024-08-10
O897118,C01153,P0271,1,5,310.3008536536961,66.6157234909915,2023-01-26
O565406,C00488,P0379,3,5,619.6691306043915,140.20324454667818,2023-03-01
O145606,C01659,P0292,5,0,684.9505939719675,62.639799661899616,2024-04-05
O901431,C01920,P0233,2,20,941.9266960204246,190.7357978411066,2023-06-20
O722619,C00136,P0413,5,0,841.4097831199506,227.73059269579332,2024-03-19
O576387,C00509,P0287,2,5,1014.98501576327,263.7364630779723,2023-11-04
O806182,C00716,P0250,3,5,777.5870504655559,175.31913609998756,2023-06-25
O544540,C00763,P0398,3,5,1456.403069654904,325.8583392169023,2024-02-11
O930171,C01870,P0334,4,20,1307.5014572503278,330.07819679628597,2023-07-08
O494039,C01026,P0361,5,20,746.3228530659815,75.53183702484507,2024-08-18
O903765,C01461,P0207,1,20,988.9321220653744,145.17965037900495,2023-02-04
O856530,C00199,P0301,5,0,412.21769797662927,74.77948798568185,2023-08-26
O826295,C01601,P0432,2,20,893.6589290445448,88.56872882525738,2023-12-21
O143585,C00847,P0329,1,15,340.11819670723105,65.03478019834895,2023-05-20
O469302,C00021,P0254,2,5,676.7435518541184,144.45082812943386,2024-08-02
O412773,C00983,P0493,3,10,193.08711324467313,55.65960918955743,2024-07-30
O954214,C01904,P0155,4,5,1422.0651300476084,288.23429097827574,2024-08-21
O812495,C00753,P0088,3,15,520.5457255439596,82.5008529207917,2023-10-21
O139305,C01846,P0498,3,-5,842.3071695439402,97.71333739204067,2023-01-15
O660451,C00441,P0112,3,5,861.9519281858034,216.4105062591156,2024-01-02
O796217,C01722,P0287,2,15,923.6393836880605,175.89683417728006,2023-04-25
O198812,C01176,P0057,5,20,977.4877636647225,184.12484229985876,2023-02-13
O387437,C01574,P0318,1,0,1315.1492779106127,371.3154741891934,2024-05-31
O166780,C01334,P0086,1,10,652.0818005269099,193.4216558893715,2023-07-22
O338408,C01830,P0448,4,20,882.1540215121272,231.56008636150258,2023-09-01
O142510,C00226,P0465,3,10,360.2623961787738,18.445418906424774,2023-06-15
O165214,C00769,P0327,2,10,979.3168672000097,254.70470641232856,2024-07-20
O346797,C01805,P0340,2,10,338.3262454136628,32.96681030665243,2023-09-25
O510761,C01030,P0242,2,10,538.8654059077421,116.54007646159583,2024-02-05
O897455,C01180,P0085,2,5,1319.1656697994902,67.89731499741622,2024-02-12
O913842,C01249,P0068,3,5,253.20256677037105,29.780996282065207,2023-05-14
O793556,C01890,P0298,2,0,390.44288207182973,61.78806731969846,2023-12-10
O578704,C01169,P0413,4,5,1127.8094362258112,320.836677714171,2023-10-29
O483021,C01918,P0017,2,20,1043.9311862794787,139.90723681363625,2023-04-22
O247215,C00593,P0246,3,15,541.8026314519651,161.33329262139785,2024-01-02
O831217,C00806,P0310,4,15,165.65753732323492,47.533224257464916,2024-04-23
O677907,C01289,P0264,3,10,1035.5318237682814,237.36568563513146,2023-01-31
O592133,C01795,P0099,3,10,1134.113710823399,328.54895520296225,2023-12-16
O821915,C00978,P0216,1,5,1290.2693602733557,365.24483222728037,2023-09-26
O548381,C00797,P0422,3,20,190.53176139079892,39.11261238958056,2023-03-19
O711692,C01038,P0136,5,10,1146.49013823396,184.76412014681446,2023-02-20
O443810,C00384,P0375,2,5,1013.2847466163935,281.5866636497016,2023-11-07
O922646,C00632,P0080,2,20,898.1446081662239,190.50195419907067,2023-10-21
O325877,C00113,P0189,4,15,348.07133747765334,57.803372075657016,2023-11-14
O219779,C00213,P0253,4,20,361.18107707386196,75.51793515279729,2023-11-14
O218105,C01656,P0243,2,0,771.4847386793375,209.7645770738157,2024-07-07
O793032,C00971,P0089,2,20,586.5341419188817,77.58661219671762,2024-02-26
O684770,C01275,P0041,3,5,1265.1664789414733,208.53691789914805,2023-10-28
O228658,C00488,P0106,1,0,683.3381164889187,161.24478081535176,2023-11-08
O813839,C00861,P0297,2,20,446.7953604906658,65.26565323396655,2023-06-17
O406984,C01801,P0008,4,5,1253.6410094112537,236.6170102162869,2023-12-20
O421375,C01073,P0464,4,5,1033.7573413674888,167.2261583392484,2024-07-24
O952275,C01361,P0159,1,15,423.07574597249607,104.82017612444442,2023-04-06
O504593,C00987,P0474,5,20,598.6337514402203,85.65518382778805,2024-08-02
O494879,C00333,P0024,5,5,1237.3634776438414,209.26390365986478,2024-03-17
O421059,C00514,P0383,1,5,1299.9360653838007,140.59831805112265,2023-10-06
O954721,C01222,P0349,3,20,569.9717992345377,104.00365390398822,2023-03-05
O316937,C00330,P0358,3,15,604.8189672235454,162.1603768216229,2024-03-19
O557199,C00426,P0475,5,5,189.35644859359905,25.106662104090944,2023-06-10
O271147,C01517,P0076,3,0,868.2074478162692,147.82690188927026,2023-10-22
O840233,C01036,P0335,4,15,1061.6285835102583,174.98122236812367,2024-05-19
O609742,C01361,P0039,4,10,1276.5061075394462,102.61725037496737,2023-06-13
O383076,C00097,P0257,5,20,743.21424526573,51.59130597441439,2023-05-03
O378852,C00986,P0169,3,20,1406.861908726581,147.76601972729904,2023-03-07
O824794,C00836,P0059,3,5,1215.6761920396816,166.09025934282198,2023-08-06
O122030,C01838,P0441,2,0,1363.9578164175502,162.2919350104164,2024-04-13
O699149,C00353,P0301,3,5,513.3458763180868,124.3700602253406,2024-06-30
O176497,C01322,P0133,3,0,1156.9044263011335,123.53609573578638,2023-12-07
O943409,C01358,P0143,2,5,363.75267436068907,89.52954869697871,2023-01-28
O238235,C00423,P0491,5,5,1265.9803300135725,69.38575607290673,2023-08-20
O472371,C01889,P0424,3,10,355.54417141214344,49.87346470575033,2023-11-30
O589620,C00623,P0408,1,5,841.8588461270106,219.60739197646353,2023-06-23
O339434,C00205,P0415,4,0,567.3788900807401,95.21337164093971,2023-04-27
O705848,C01180,P0164,2,5,1310.7063107998536,293.16306031810046,2023-11-22
O313058,C01200,P0321,4,10,432.23982525265217,68.89878433540626,2023-03-12
O446989,C00741,P0434,1,20,1320.2130153562757,77.17347677982058,2023-06-26
O388389,C01618,P0488,5,10,416.38147192608943,89.14864035184671,2023-11-20
O958271,C00706,P0110,5,5,872.4512361153719,217.31577585388715,2023-04-28
O690246,C00556,P0486,2,15,1424.0331431632117,337.3444218404678,2023-08-05
O568702,C01947,P0098,3,0,460.27878346534516,54.06359257803674,2023-08-11
O755439,C00563,P0458,2,20,881.5871341654822,233.92092942875098,2024-02-07
O397535,C01404,P0019,4,20,691.2590307441934,57.228682600782946,2024-05-25
O190153,C00885,P0295,5,0,624.7931819155264,156.19002455809692,2023-08-02
O109958,C01842,P0121,2,5,1394.1208649039488,300.3356922754407,2023-06-29
O238148,C01072,P0087,1,10,1359.8502750858738,186.32535132542753,2023-04-02
O141041,C00737,P0079,1,10,659.49387549151,64.12157660295163,2023-06-05
O610839,C01738,P0468,1,20,1133.0758664124273,146.20947307152582,2023-12-30
O591338,C01655,P0199,1,5,422.4405455457837,47.84584914545555,2023-06-15
O577258,C01772,P0314,3,10,499.82275171167885,106.6574546340487,2023-09-08
O320967,C00835,P0130,4,15,315.24304479410034,26.261853660355968,2024-04-26
O572913,C01102,P0466,2,0,667.3773983258313,184.45911847611396,2024-04-19
O405174,C00806,P0172,3,15,1388.5457641000517,374.62441156570725,2023-04-28
O385701,C00843,P0483,4,20,173.05898875290796,49.28824424217354,2023-10-21
O323872,C01000,P0392,1,0,378.5295935407868,89.28653396575658,2023-08-25
O655284,C00387,P0382,2,10,692.2202247384677,131.06239272565048,2023-02-14
O515474,C00827,P0434,5,15,784.9811162566515,185.78964491856001,2023-07-31
O166535,C01713,P0021,4,15,146.98285430615158,25.095608670892844,2023-05-03
O274953,C00960,P0100,2,5,953.037068669605,59.16904531862791,2023-11-28
O152142,C00648,P0182,1,10,130.734902627829,37.13111466102204,2023-07-15
O202099,C00509,P0447,2,10,957.9975061914464,212.74362475016062,2024-05-07
O379374,C00070,P0304,3,15,1001.5192274702745,203.52242131632818,2023-01-02
O765323,C01360,P0019,2,0,1054.5155357981412,171.22220562718533,2023-06-14
O948329,C00945,P0365,1,15,879.7277860795681,203.07605681122368,2023-10-06
O320638,C01003,P0007,1,20,121.85041131736523,12.507267904506984,2024-04-02
O664410,C01964,P0482,2,0,1354.4217321462713,359.4514341646107,2024-02-02
O244582,C00391,P0137,3,0,1217.4853560415186,248.21569545081655,2023-07-05
O289932,C01934,P0009,3,5,774.5498695798765,173.78436623958464,2023-10-22
O433777,C00269,P0133,2,5,902.5121405787411,267.1088294861384,2023-04-21
O799545,C01487,P0057,1,15,608.978811414742,181.89390981999517,2023-11-30
O640777,C01506,P0187,1,20,417.0505683483529,34.316631094999465,2024-04-20
O983936,C00907,P0043,2,0,791.9841059685745,225.10908064691714,2023-08-26
